imdb_id,star,genre,runtime,user,critc,dir_popu,ac1_popu,ac2_popu,ac3_popu,total_box_office,n_of_posters,opening_box_office,year,budget_mixed
tt2209764,6.3,Drama,119,493,367,1.102312,19.45855,3.589376,10.631442,103039258,72,10886386,2014,100000000
tt2333784,6.1,Action,127,368,327,1.004536,10.914564,17.767075,6.23157,209461378,114,15879645,2014,100000000
tt2908446,6.2,Action,119,284,276,1.862713,10.336294,4.824227,5.02401,295279072,104,52263680,2014,110000000
tt2126355,6.1,Action,114,542,376,2.107282,10.726285,20.840426,33.676694,467151160,54,54588173,2014,110000000
tt1291150,5.8,Action,101,518,354,2.050564,8.496522,3.407687,4.331939,485004754,91,24255205,2014,125000000
tt1951265,6.7,Action,123,596,421,2.168575,13.115339,4.989994,4.766669,766652288,142,121897634,2014,125000000
tt2692250,6.2,Adventure,97,137,157,2.075015,6.155562,5.168394,6.809752,356546621,74,17100520,2014,127000000
tt1959490,5.8,Action,139,"1,297",439,2.694542,6.409724,4.47359,10.561283,352831065,68,43720472,2014,130000000
tt2224026,6.6,Animation,94,224,172,1.072533,4.134918,3.876766,3.580618,386069390,78,3922,2014,130000000
tt2357291,6.3,Animation,102,105,164,1.437227,5.824542,9.871183,3.007514,492846291,66,39327869,2014,130000000
tt1911658,6.7,Animation,92,130,159,1.566405,2.420806,3.11449,1.339176,367650911,75,25447444,2014,132000000
tt1528100,6,Action,150,699,320,3.492204,10.89883,3.939419,10.285322,268314513,74,24115934,2014,140000000
tt1392190,8.1,Action,120,"1,743",790,2.84689,9.489176,18.351039,5.97182,370742166,139,45428128,2014,150000000
tt0831387,6.4,Action,123,"1,522",611,2.182059,3.368547,5.094433,7.220283,529076069,78,44047541,2014,160000000
tt2245084,7.8,Animation,102,467,396,1.14622,2.410587,4.301264,4.670873,652127828,119,56215889,2014,165000000
tt0816692,8.6,Adventure,169,"3,070",711,4.95888,6.822825,9.871183,9.39752,667752422,138,47510360,2014,165000000
tt1964418,6.5,Action,130,545,456,4.68028,6.793614,9.331289,4.132969,207283457,85,33028165,2014,170000000
tt2103281,7.6,Action,130,662,539,4.379365,7.740216,4.268241,8.398665,710644566,88,72611427,2014,170000000
tt1843866,7.8,Action,136,791,586,9.101867,13.764138,21.798855,19.548051,714401889,133,95023721,2014,170000000
tt1617661,5.3,Action,124,781,399,3.493008,4.845434,7.009915,3.906485,181982519,74,18372372,2014,179000000
tt1979388,6.7,Animation,93,399,316,1.530655,5.866762,4.658718,1.000108,334342692,102,39155217,2014,187500000
tt2820852,7.2,Action,137,702,441,2.691924,11.666195,8.705754,10.726285,1518722794,99,70950500,2014,190000000
tt1877832,8,Action,131,776,549,4.014591,6.691503,6.614607,11.578725,747862775,132,90823660,2014,200000000
tt0369610,7,Action,124,"1,424",675,5.299278,29.230434,18.750852,1.585905,1671713208,120,208806270,2014,215000000
tt2310332,7.4,Adventure,144,838,439,3.540982,6.614607,6.997817,4.562183,955119788,155,54724334,2014,250000000
tt2395427,7.4,Action,141,"1,166",662,2.885734,16.893867,13.764138,10.846382,1408218722,152,191271109,2014,330600000
tt0387254,4,Horror,81,42,35,1.000008,1.32064,1.277673,1.4,259398452,2,279974,2015,9000
tt3824458,7.1,Comedy,87,81,195,1.151469,1,1.028689,1.000378,924793,9,60683,2015,100000
tt2309260,4.2,Horror,87,166,167,1.000003,1,1.004536,1.001769,41753881,20,9808463,2015,100000
tt4238858,6.7,Drama,71,23,73,1.001905,1.00324,1.12,1,169242,5,10602,2015,170000
tt2603600,2.2,Drama,107,11,3,1,1.000028,1,1,419952,1,250000,2015,250000
tt4558042,6,Documentary,90,15,41,1.12,1.036,1.00072,1.12,12173,2,3270,2015,370000
tt1950135,4.6,Comedy,81,7,3,1.000312,1.000122,1.000148,1.187169,3301,2,3301,2015,600000
tt2311428,3.3,Mystery,90,6,7,1,1.449232,1.000001,2.221968,3256,1,2160,2015,850000
tt4191580,6.3,Comedy,90,31,15,1.000006,3.037806,2.793673,1.168,9097072,7,4055940,2015,900000
tt2818654,6.8,Drama,122,19,120,2.114617,1.000041,1.156,1.000008,89487,6,7780,2015,980000
tt3277624,5.4,Drama,97,10,53,1.000003,1.000003,2.16191,1.0008,63014,6,6964,2015,1000000
tt2400463,6.7,Drama,100,229,211,1.001718,2.985819,1.015537,5.3655,354836,14,67877,2015,1000000
tt3518012,7.6,Documentary,87,30,93,1.12,1.632212,1,1.000017,904119,3,50738,2015,1000000
tt3766394,6.6,Comedy,95,77,107,1.000694,2.222655,1.033832,3.226949,14656195,14,84986,2015,1000000
tt2339741,4.9,Drama,90,120,179,1.000162,2.676202,1.018166,1.007348,33501323,32,15027415,2015,1000000
tt3742378,7.8,Comedy,110,37,119,1.005334,1.000001,1.01512,1,3048209,23,24086,2015,1200000
tt3966404,7.6,Drama,97,66,247,1.036,1.011109,1.000064,1.000009,4878698,23,20321,2015,1300000
tt4285496,7.9,Adventure,125,57,201,1.078253,1.000005,1.000014,1.0216,1726675,20,50955,2015,1400000
tt3110770,6.1,Comedy,97,16,14,1.099347,1.099347,1.750455,1.727059,113169,4,105943,2015,1500000
tt4899406,6.8,Drama,101,4,67,1.002667,1,1.000011,1,156893,8,6413,2015,1500000
tt3139764,4.2,Action,93,6,9,1,1.000028,1,1.009072,510957,1,179112,2015,1500000
tt4975722,7.4,Drama,111,697,491,1.266874,2.659848,4.758972,1.841196,65339156,32,7126,2015,1500000
tt5246328,6.8,Documentary,125,10,6,1.029635,1.002722,1.000292,1,36386,2,6750,2015,1600000
tt3808342,7.5,Drama,107,119,324,1,1.168,1.000972,1.000167,9696537,33,37930,2015,1700000
tt3262990,6.7,Drama,89,24,9,1.156,2.347085,1.838923,1.025897,478595,4,246902,2015,1900000
tt1105355,6.8,Comedy,102,10,6,1.001172,4.346105,1.000025,1.035389,35312,2,14867,2015,2000000
tt3172532,6.9,Drama,98,83,174,1.348096,1.891416,4.105722,6.555163,2279959,11,52334,2015,2000000
tt3787590,6.2,Drama,96,69,161,1.000088,10.485838,4.809192,5.720598,10166209,40,1767308,2015,2000000
tt2460506,6.8,Crime,126,1,7,1.0108,1.0108,1.000005,1.000972,3330,1,3330,2015,2100000
tt2534634,7.2,Drama,90,12,56,1.01512,1.000025,1.00024,1.000001,625815,12,5572,2015,2250000
tt4056738,6.1,Drama,115,69,13,1.000769,4.87836,3.456474,4.791174,14305450,10,3591282,2015,2300000
tt3135556,5.3,Comedy,84,4,9,1.000009,1.651101,2.2934,1.000442,230069,6,60860,2015,2500000
tt4698684,7.9,Adventure,101,164,238,5.58239,9.280954,2.79417,1.030158,23238220,25,78439,2015,2500000
tt0032910,7.5,Animation,88,163,124,1.000057,1.000001,1.000114,2.700621,352135,69,1151463,2015,2600000
tt0051201,8.4,Crime,116,223,79,2.053531,3.193229,2.196202,2.259661,163092,31,14523,2015,3000000
tt4744086,5.8,Comedy,126,37,27,1.000001,1.311778,2.13495,1,1430906,4,539521,2015,3000000
tt3068194,6.4,Comedy,94,97,220,1.002314,10.271945,2.847186,1.171099,19652809,25,133513,2015,3000000
tt4501454,6.3,Comedy,100,43,93,1.030576,4.93287,22.995566,4.655319,5526942,19,57022,2015,3200000
tt0120777,6.5,Comedy,105,179,69,1.007106,4.562016,2.790795,6.70483,40262,9,102385,2015,3300000
tt3859304,6,Comedy,108,53,67,1.4,2.21378,2.316462,2.231864,615816,20,368328,2015,3500000
tt4263482,6.8,Horror,92,647,507,1.000393,4.844498,2.815987,1.701632,40454520,35,8800230,2015,3500000
tt3836958,6.8,Drama,135,48,16,1.000001,1.311778,1.006772,1.003686,362700,3,241720,2015,3700000
tt3678782,7.5,Action,128,143,29,1.000024,1.01218,1.15567,1.004686,449158,5,227759,2015,3700000
tt3714720,6.5,Comedy,105,34,71,3.880856,2.844872,3.413691,3.971497,1139502,14,38210,2015,3800000
tt1135989,6,Biography,95,23,61,14.229283,14.229283,1.000166,1,658848,20,37170,2015,4000000
tt3544112,8,Comedy,106,154,306,1.002582,1.001051,5.611738,2.054373,13110565,18,63573,2015,4000000
tt3464902,7.1,Comedy,118,449,399,2.015568,4.444816,7.701464,1.306169,18053914,40,50003,2015,4500000
tt0275491,7.5,Crime,106,164,178,1.434671,2.341897,1.050657,1.019503,10761,26,147370,2015,5000000
tt3813310,6.3,Crime,86,112,163,1.00981,12.198778,1.001361,1,143658,19,26146,2015,5000000
tt3614530,4.1,Adventure,119,97,64,2.710889,1.103366,2.623329,1.063434,2368937,16,1375320,2015,5000000
tt4062536,7,Crime,95,217,405,1.011407,4.258508,4.578481,3.768288,3807503,24,87984,2015,5000000
tt1412528,5.8,Comedy,87,86,113,1.000178,4.796538,6.70483,3.223813,4620399,15,1597928,2015,5000000
tt4337690,4.8,Drama,121,38,15,1,2.700911,3.475599,1.0008,4816142,12,2035273,2015,5000000
tt3216348,5.2,Fantasy,91,54,72,2.107282,4.153401,7.964223,1.945216,7041835,27,2534884,2015,5000000
tt4871980,4.9,Comedy,96,14,14,1.000075,1.000219,1.193617,6.48598,9669521,5,4294232,2015,5000000
tt4667094,3.5,Comedy,92,70,74,1.098784,3.868786,1.02579,2.148307,20765353,34,5900528,2015,5000000
tt3553976,7.9,Comedy,119,311,297,2.185635,8.405778,1.943554,1.007051,21343811,40,93824,2015,5000000
tt3499096,7.1,Biography,134,67,148,1.034703,1.000002,1.894902,1.000073,22178125,27,802254,2015,5000000
tt4824308,4.4,Drama,121,137,43,1.112896,2.134129,2.768285,1.168,23565072,12,7623662,2015,5000000
tt2918436,5.2,Horror,83,142,160,1.005786,6.622125,2.087584,2.469313,35341814,28,10203437,2015,5000000
tt3567288,6.2,Horror,94,542,401,1.318891,1.923038,1.353419,1.000611,98689296,33,5517,2015,5000000
tt1179933,7.2,Drama,103,619,497,1.003,9.408661,7.401619,2.539924,108286422,54,24727437,2015,5000000
tt3324494,6.4,Crime,111,14,27,1.0008,1.85233,1.039391,1.05623,815,9,310,2015,5100000
tt0315642,7.1,Action,102,98,29,1.036,1.311778,1.011354,1.001961,1655884,6,586028,2015,5200000
tt4643580,5.8,Animation,99,6,19,1.000002,1.022647,1.000002,1.07056,21545781,19,3424702,2015,5300000
tt3767372,7.6,Comedy,123,99,36,1.0504,1.311778,2.427466,4.47203,2105759,6,938938,2015,5500000
tt1365050,7.8,Drama,137,145,180,1.394968,1.006251,1,1.05328,90777,14,51003,2015,6000000
tt3722070,6.7,Biography,104,90,154,1.390573,3.277454,2.847003,5.006408,41516445,24,23366,2015,6000000
tt0790712,7.1,Drama,113,95,217,1.24983,5.704516,3.44527,9.915538,67816,18,44523,2015,6500000
tt1658801,6.5,Biography,103,32,143,1.000253,6.696419,4.392829,5.68539,1732228,35,37983,2015,7000000
tt3850214,7.2,Comedy,103,108,192,1.162082,1.000001,1.872683,1.730942,18190831,25,6100010,2015,7000000
tt1174732,7.3,Drama,100,246,279,1.005085,3.249483,2.57664,3.354239,1820760,17,159017,2015,7500000
tt4061010,5.2,Thriller,90,50,27,1.000017,10.561283,7.054328,3.939695,349571,19,16458,2015,8000000
tt2091935,6.3,Action,95,103,70,1.003428,4.796538,5.865864,3.54968,831881,20,25369,2015,8000000
tt2401878,7.3,Animation,90,186,369,1.00007,5.289463,13.478412,1.476998,5531455,27,135222,2015,8000000
tt3606888,7.4,Biography,103,71,73,2.060162,2.690927,1,1.004879,8370555,17,35070,2015,8000000
tt2582496,7.8,Comedy,105,206,306,1,2.141301,1.438207,6.933807,9266180,29,196496,2015,8000000
tt2088003,5.4,Action,90,110,173,1.000001,21.798855,1,3.487261,1637947,25,16909,2015,8500000
tt1666801,6.5,Comedy,100,125,135,1.000239,6.423846,8.618679,4.662379,43528634,27,10809149,2015,8500000
tt3792960,7.1,Comedy,105,43,151,1.046813,1.000002,1.04583,5.031859,13595360,41,10422,2015,8555500
tt4016934,8.1,Crime,145,122,309,1.366555,2.617111,1.948284,1.000207,36945310,47,92129,2015,8575000
tt3276924,6.1,Action,93,72,47,1.000041,12.081199,4.491801,8.548571,3324184,39,7823521,2015,8900000
tt1641841,5.7,Action,96,44,73,1.000292,6.355035,2.131631,3.886291,1242,20,162,2015,9000000
tt2950418,7.2,Biography,130,32,14,1.017738,2.827987,1.993078,1.000067,2000093,3,627974,2015,9000000
tt4190530,7.2,Biography,123,106,229,1.03024,4.623123,6.999314,1,5314086,20,1233516,2015,9000000
tt4082068,7.2,Crime,115,43,209,1.00205,1,1.000026,1.000006,7714549,22,20249,2015,9000000
tt3859076,6.8,Biography,121,108,186,2.201481,16.031375,6.432414,5.000421,5568765,20,1626,2015,9600000
tt3480796,4.2,Action,96,125,57,1.000014,5.294942,10.184027,1.515857,1467,23,12000,2015,10000000
tt4158624,5.7,Drama,87,21,54,1.005228,7.088523,14.272307,4.93287,421372,17,18131,2015,10000000
tt1922685,5.9,Drama,99,76,81,1.000001,7.405969,1.012701,2.224303,566099,20,508000,2015,10000000
tt2062700,5.7,Drama,129,79,160,1.153341,7.875337,6.036262,5.400272,1041573,17,50559,2015,10000000
tt3850544,6.4,Documentary,103,10,14,1.000035,1.000001,1.0504,1,2643185,2,1357243,2015,10000000
tt4158096,6.4,Action,90,148,327,1.000553,2.844872,6.805133,4.250679,3793739,47,994430,2015,10000000
tt1172049,7,Comedy,101,126,219,1.611815,6.872263,7.088523,2.889292,4124315,37,1100042,2015,10000000
tt2937696,7,Comedy,116,138,264,1.069275,1.510443,3.177413,2.596094,5437126,27,312355,2015,10000000
tt2582500,4.7,Drama,91,67,101,1,7.088523,1.006268,2.455274,11361962,35,3613567,2015,10000000
tt3072482,6.7,Action,97,317,302,1.000011,2.844872,3.54968,2.154477,14348753,34,5107604,2015,10000000
tt3797868,6.6,Drama,111,76,78,1.002263,1.250043,6.638244,33.676694,23420878,20,6050443,2015,10000000
tt1389139,4.9,Crime,97,30,36,1.873177,3.778347,2.301311,2.783677,30629507,13,14202323,2015,10000000
tt3387542,4.8,Horror,95,180,209,1.156,3.954031,1.120097,1.00002,40579218,37,12741176,2015,10000000
tt2752772,5.3,Horror,97,156,197,1,3.328713,4.185754,1.000143,54104225,18,10542116,2015,10000000
tt2555736,6.6,Comedy,122,110,159,1.354629,3.083369,3.277454,15.551772,90384306,31,8540370,2015,10000000
tt3195644,6.1,Horror,97,206,242,2.510613,8.71363,2.623329,1.176775,120678444,36,22692741,2015,10000000
tt2424988,7.2,Action,128,64,15,1,1.980513,2.13495,1.000053,477943,5,276429,2015,11000000
tt2217859,6.6,Drama,109,31,170,1.06134,5.824542,4.730938,3.116754,1428004,27,24259,2015,11000000
tt3715320,6.6,Comedy,95,128,275,5.061426,4.782225,6.764408,5.254345,27938377,33,175312,2015,11000000
tt1860213,5.9,Comedy,102,224,177,1.000132,12.081199,10.485838,4.359917,105241410,62,11111875,2015,11500000
tt2402927,7.2,Drama,118,286,432,1.333641,16.031375,6.036262,5.452175,43244956,44,253510,2015,11800000
tt2910904,7.1,Comedy,118,122,137,1.000101,8.159558,2.086453,4.766669,24041617,30,185165,2015,11900000
tt3278330,6.4,Drama,125,94,222,1.004649,7.350589,4.274035,6.331345,1144001,29,8871,2015,12000000
tt4183692,6.5,Drama,123,42,18,1.000001,1.000282,3.456474,3.990297,14403703,9,4002226,2015,12000000
tt3622592,6.3,Drama,109,177,197,1.000558,4.330319,2.397777,1.001553,85512300,32,12650140,2015,12000000
tt3741834,8.1,Biography,118,413,359,1.000292,3.867822,9.994748,6.036262,147539495,64,123360,2015,12000000
tt1490785,5.7,Biography,123,46,92,1.043223,11.693385,5.094433,1.088983,1767963,10,45471,2015,13000000
tt4110568,6.8,Comedy,170,89,35,1.000005,2.342604,1.008604,4.719678,3533783,7,1326267,2015,13000000
tt1524575,5.1,Horror,91,63,98,1.717997,2.940895,4.012786,2.856777,14999638,21,832271,2015,13000000
tt0765010,7.1,Drama,104,209,215,1.060279,6.872263,14.229283,4.54697,17856688,29,9527848,2015,13000000
tt2057392,7.3,Drama,102,261,253,1.177596,5.222081,4.399301,7.173372,34916128,37,113803,2015,13000000
tt4257926,7.1,Biography,119,82,70,1.0108,5.123338,1.002063,3.813254,73798720,26,14812393,2015,13000000
tt3312830,7.3,Comedy,118,151,316,1.000001,6.24518,4.084726,7.701464,24035045,39,78085,2015,13360000
tt3018070,5,Drama,129,36,80,2.088587,1.018166,1.48,11.761038,292203,11,112834,2015,13500000
tt3863552,8.1,Action,163,260,55,1,2.97542,2.13495,1.15567,122303557,7,2822564,2015,14000000
tt2268016,5.6,Comedy,115,141,230,1.07056,4.845434,2.611572,8.311087,123709460,29,12857184,2015,14500000
tt1274586,4.4,Drama,94,55,70,1.752483,6.363603,4.258508,1.000743,6627,21,996,2015,15000000
tt2364897,3.9,Drama,92,64,51,3.219859,10.271945,1.000626,1.0216,3144688,19,1402822,2015,15000000
tt3164256,5.5,Comedy,100,52,104,1.70846,4.824765,2.659,3.783568,3357270,20,1470592,2015,15000000
tt3508840,6.3,Action,105,104,226,1.012657,10.760524,2.150191,1.001433,6832542,31,47892,2015,15000000
tt4341582,7.4,Biography,124,58,141,2.55147,1.000001,2.762411,3.558248,9255827,17,304933,2015,15000000
tt3203606,7.5,Biography,124,182,291,2.154684,7.220283,17.22473,5.222081,11047641,34,28125,2015,15000000
tt2884018,6.6,Drama,113,183,304,1.020443,5.400272,7.734569,1,13143976,52,644,2015,15000000
tt1727776,6.3,Action,93,115,152,2.770719,4.730758,1.496131,1.544648,15554855,29,1841007,2015,15000000
tt3850590,6.2,Comedy,98,245,239,2.706946,4.138716,10.175812,3.311826,61788393,31,16293325,2015,15000000
tt0810819,7.1,Biography,120,232,338,2.03801,3.906485,21.958446,6.629287,66545239,36,187318,2015,15000000
tt1131734,5.2,Comedy,100,304,308,1.001718,8.496522,6.866925,1.650385,2634,42,6868397,2015,16000000
tt3289728,6.1,Drama,101,98,117,1.000103,5.97182,7.863044,1.12,2134557,29,9206,2015,16000000
tt1620935,6.8,Biography,116,50,141,1.000112,6.582364,4.153401,3.211436,6248077,20,2366810,2015,16000000
tt2978102,5.5,Crime,93,29,22,1.058853,5.643957,3.54645,4.130589,89546,14,13040,2015,16500000
tt1002563,5.6,Drama,120,36,35,1.001318,1.000011,1.000001,1.000057,7313697,10,3294876,2015,16800000
tt1703957,6.5,Biography,104,61,120,1.000122,5.661008,7.852026,9.994748,5653176,30,98274,2015,17000000
tt2334873,7.3,Drama,98,422,433,5.061426,16.031375,6.621427,2.57664,24284,31,612064,2015,18000000
tt2979920,5.7,Action,151,64,34,1.000001,1.058625,1.817844,1.529048,518377,7,320000,2015,18000000
tt2649554,6.6,Action,112,228,324,1.18697,4.232354,3.939419,6.543151,7680250,35,190012,2015,18000000
tt1594972,3.6,Animation,86,76,53,1.000013,2.732121,4.610231,2.382663,27392195,42,6844137,2015,18000000
tt3623726,5.9,Comedy,100,119,190,1.809666,6.42216,6.028414,2.024246,41166033,27,6618610,2015,18000000
tt2279339,5.7,Comedy,107,87,105,1.077265,3.580618,4.073776,9.408661,42167286,35,8317545,2015,18000000
tt3862750,5.6,Drama,100,44,46,1.00272,4.250887,3.390129,3.778347,60274336,12,25888154,2015,18000000
tt3760922,6,Comedy,94,126,176,1.027805,3.268346,2.034492,2.232594,91651878,28,17861950,2015,18000000
tt0091778,5.7,Horror,91,120,84,1.000034,2.398376,5.29483,1.025343,8074,36,1246,2015,19000000
tt3735246,7.2,Action,150,182,43,1.011809,1.344036,4.719678,2.427466,9517002,11,1741037,2015,19500000
tt3719896,7.2,Biography,118,29,30,1.000011,4.153401,1.000178,5.337413,2246000,8,1392000,2015,20000000
tt4034228,7.8,Drama,135,626,478,2.025311,3.124729,4.502973,2.103616,3727746,31,4191,2015,20000000
tt1781827,6.6,Action,105,41,70,1.000001,2.346603,2.091411,12.081199,5032013,27,1751388,2015,20000000
tt2368619,6.3,Action,92,81,121,1.000135,8.066664,2.685411,2.588736,8484863,41,41546,2015,20000000
tt1712261,6.3,Action,115,144,251,1.00127,3.124729,3.956673,3.396936,25943792,51,6109085,2015,20000000
tt1741273,6.3,Crime,111,123,165,2.011478,3.956673,9.994748,8.184539,30808558,36,6652996,2015,20000000
tt2652118,6.1,Action,103,72,66,3.679804,12.924972,3.829668,1.001182,39160269,16,663205,2015,20000000
tt3369806,6.8,Adventure,111,93,61,2.171477,3.836655,1.015312,1.560109,43658157,17,30157,2015,20000000
tt3231054,6.3,Action,107,155,133,2.217428,2.405176,3.601899,2.672331,46255763,29,11801271,2015,20000000
tt3628584,5.9,Comedy,112,40,77,1.003519,7.291108,2.301311,2.754001,54404202,12,20242415,2015,20000000
tt1895587,8.1,Crime,128,487,503,2.284626,10.846382,4.235429,9.208256,92217729,48,295009,2015,20000000
tt2674426,7.4,Drama,110,289,205,1.000055,14.949405,3.5249,4.110159,205445075,47,18723269,2015,20000000
tt3182620,6.1,Drama,103,43,40,1.001317,2.486223,1.000002,4.38646,606162,11,219357,2015,21000000
tt1458169,5.9,Action,95,226,98,1.001527,4.645754,1,1.000048,32719421,36,138000,2015,21000000
tt0075784,7.4,Drama,175,221,49,3.665869,9.444349,2.70724,6.24518,15000,44,3982,2015,22000000
tt0475290,6.3,Comedy,106,389,471,2.123973,16.819145,6.793614,5.178589,64171419,78,11355225,2015,22000000
tt2938956,5.2,Action,96,128,157,1.79259,3.67143,1.002204,3.487261,69698495,43,7355622,2015,22000000
tt1083452,7.4,Biography,106,161,252,3.444817,8.113435,11.578725,1.4,45121177,31,6084682,2015,23000000
tt3595298,4.7,Action,174,145,35,1.000583,2.97542,1.995348,1.042671,47764639,5,2425585,2015,23400000
tt0491203,6.2,Drama,107,71,86,1.628508,21.958446,1.555467,7.499003,3882453,29,1158017,2015,25000000
tt2006295,6.9,Biography,120,82,124,1.0108,8.008019,3.273498,3.960884,28400715,30,5787266,2015,25000000
tt2461150,5.8,Action,94,79,100,1.001767,5.522748,6.555163,6.809752,30910372,42,1014606,2015,25000000
tt3569230,7,Biography,131,212,273,1.294522,9.489176,5.093288,8.113435,42642077,51,86836,2015,25000000
tt3530002,6.4,Adventure,101,111,167,1.000563,4.09964,3.408007,1.379295,52427346,26,9880536,2015,25000000
tt2872750,7.4,Animation,85,108,229,1.729548,1.093719,1.168,2.557669,101937062,53,4038962,2015,25000000
tt1374989,5.8,Action,108,186,268,1.000003,7.598458,2.168126,3.333204,16311335,55,5324240,2015,28000000
tt3316948,6.1,Action,96,186,265,1.000103,5.824542,7.863044,2.659449,30295076,46,5454284,2015,28000000
tt1596363,7.8,Biography,130,437,455,3.087322,10.89883,5.68539,7.875337,133162752,55,705527,2015,28000000
tt1398426,7.9,Biography,147,360,374,2.648297,1.581268,2.052289,1.24,202182981,27,60200180,2015,28000000
tt2702724,5.4,Comedy,91,131,175,1.530004,3.764767,5.229671,4.662381,78652395,28,23586645,2015,29000000
tt2126235,5.7,Action,98,58,58,1.009797,5.97182,6.153884,10.561283,5278519,30,1512824,2015,29200000
tt0280380,6.2,Action,106,142,63,1.10337,12.198778,18.351039,2.316524,63240,14,3210765,2015,30000000
tt0266697,8.1,Action,111,"2,156",363,7.821799,6.171428,2.270781,8.811427,968534,68,22089322,2015,30000000
tt0901476,5.5,Comedy,89,134,152,1.009835,3.741113,9.871183,4.265567,26692082,30,21058173,2015,30000000
tt2080374,7.2,Biography,122,367,432,1.571111,5.400272,8.159558,3.408007,35579007,37,521522,2015,30000000
tt1674771,6.6,Comedy,104,183,220,1.004907,1.761165,1.90347,1.692114,46225326,45,10283250,2015,30000000
tt1655441,7.2,Drama,112,259,223,1.186571,3.78027,5.3655,9.157321,69057415,36,13203458,2015,30000000
tt3397884,7.6,Action,121,565,523,2.972281,9.036686,16.819145,4.11031,84448946,74,401288,2015,30000000
tt1798684,7.4,Drama,123,306,333,2.455965,6.872263,9.208256,1.000971,94207861,50,21381,2015,30000000
tt1850457,6,Comedy,118,165,171,1.12,4.587091,2.709156,3.502602,106030660,36,13922855,2015,30000000
tt1524930,6.1,Adventure,99,256,218,2.72374,3.492929,6.187155,1.396426,100655892,40,14681108,2015,31000000
tt3014866,6.3,Action,113,164,163,1.000892,6.655135,20.825026,10.35458,38771262,40,283209,2015,31500000
tt2238032,5.7,Action,107,49,56,1.822226,11.592441,6.291627,5.011519,134675459,29,1202,2015,32000000
tt2980210,6.1,Comedy,97,131,163,1.399529,8.21753,1.000003,2.052506,11848058,28,1138578,2015,35000000
tt3381008,6.2,Action,83,176,169,2.649166,3.307515,11.245219,1.659016,28721408,48,3258327,2015,35000000
tt2967224,5.1,Action,87,135,164,2.077721,6.783647,4.499669,1.476084,45680201,26,1507645,2015,35000000
tt3322364,7.1,Biography,123,174,234,1.000025,8.190976,6.621427,3.891926,50363790,42,8216,2015,35000000
tt3488710,7.3,Adventure,123,225,361,2.950194,4.09964,2.588736,1.00324,61197045,67,1560299,2015,35000000
tt3152624,6.2,Comedy,125,357,347,1.116728,2.459678,3.303377,6.805133,141123897,44,30097040,2015,35000000
tt4682786,6.8,Drama,97,268,186,1.620241,8.190976,6.742229,8.159558,85315070,44,7102085,2015,36000000
tt2888046,7.1,Action,105,56,79,1.380666,12.924972,1.032356,2.727716,156835197,25,784839,2015,36000000
tt0887883,7,Comedy,96,565,351,2.123973,10.135866,4.658718,6.793614,19923,69,19128001,2015,37000000
tt1292566,6.1,Comedy,110,118,167,1.00941,7.083263,1.659016,3.682929,99595932,43,17878911,2015,37000000
tt3076658,7.6,Drama,133,433,466,2.711359,5.522272,10.914564,9.774856,173567581,55,29632823,2015,37000000
tt3450650,4.4,Action,94,144,79,1.065953,5.900541,1.214596,1.014847,107650646,36,23762435,2015,38000000
tt2304933,5.2,Action,112,337,213,1.47601,6.326312,1.001568,1.00007,111336398,72,10326356,2015,38000000
tt1976009,6,Drama,109,130,178,1.4,5.914038,8.249786,2.178678,102384,31,2469341,2015,40000000
tt2515034,5.8,Action,115,123,228,1.445665,5.109926,8.066664,2.511502,13644292,40,5028702,2015,40000000
tt2513074,6.3,Drama,113,100,168,2.189998,1.000017,2.919674,1.036,25863458,28,114129,2015,40000000
tt2631186,8.2,Action,158,459,53,1.000191,2.188818,1.002057,2.049006,26736665,31,3215000,2015,40000000
tt2561572,6,Comedy,100,157,178,1.760806,3.208619,5.842252,4.911493,106511453,30,33803253,2015,40000000
tt2140479,7.4,Action,128,389,320,1.876337,10.713996,4.796538,4.655319,153060045,53,24710273,2015,40000000
tt3682448,7.6,Drama,141,416,487,7.709623,8.21753,1.61111,1.16902,162610473,58,15371203,2015,40000000
tt2361509,7.1,Comedy,121,382,254,2.246565,12.081199,9.871183,4.470446,197232734,51,4000,2015,40000000
tt3065204,7.4,Horror,134,444,376,2.691924,8.388478,5.150839,2.568088,311270008,50,40406314,2015,40000000
tt0104412,6.5,Comedy,117,70,23,2.181253,3.772248,1.930309,3.443928,45422548,17,5210875,2015,42000000
tt0120630,7,Animation,84,377,188,1.000246,5.186713,2.631136,1.041632,10638,28,17506162,2015,45000000
tt2446042,6,Action,109,351,231,2.066272,20.763191,6.549709,5.105305,327656424,76,39201657,2015,48000000
tt1124037,6.9,Action,139,127,175,2.483192,6.822825,2.850851,2.659848,23151917,45,7572206,2015,50000000
tt3774114,7.3,Biography,134,193,317,2.290933,4.09964,10.336294,4.485367,34301950,43,8000058,2015,50000000
tt1608290,4.7,Comedy,100,203,248,6.155562,6.155562,6.809752,6.28152,55348693,45,13841146,2015,50000000
tt3799694,7.4,Action,116,345,429,2.036004,6.409724,7.875337,2.984898,57261763,66,16068,2015,50000000
tt2199571,6.6,Action,114,214,244,1.119826,20.763191,7.405969,4.871944,66961644,46,11012305,2015,50000000
tt4172430,7.3,Action,144,284,234,7.29686,3.880856,3.205782,2.278497,69411370,67,16194738,2015,50000000
